ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
AET,"Allakaket, AK",HUS,"Hughes, AK"
AET,"Allakaket, AK",BTT,"Bettles, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",SVS,"Stevens Village, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AEX,"Alexandria, LA",ACT,"Waco, TX"
AEX,"Alexandria, LA",DFW,"Dallas/Fort Worth, TX"
AEX,"Alexandria, LA",IAH,"Houston, TX"
AEX,"Alexandria, LA",ATL,"Atlanta, GA"
AEX,"Alexandria, LA",ATL,"Atlanta, GA"
AEX,"Alexandria, LA",CLT,"Charlotte, NC"
AEX,"Alexandria, LA",BRO,"Brownsville, TX"
AEX,"Alexandria, LA",BUF,"Buffalo, NY"
AEX,"Alexandria, LA",MIA,"Miami, FL"
AEX,"Alexandria, LA",SAT,"San Antonio, TX"
AEX,"Alexandria, LA",IAH,"Houston, TX"
AEX,"Alexandria, LA",EWR,"Newark, NJ"
AEX,"Alexandria, LA",ELP,"El Paso, TX"
AEX,"Alexandria, LA",BRO,"Brownsville, TX"
AEX,"Alexandria, LA",SAN,"San Diego, CA"
AEX,"Alexandria, LA",MDT,"Harrisburg, PA"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",PHL,"Philadelphia, PA"
AEX,"Alexandria, LA",BED,"Bedford, MA"
AEX,"Alexandria, LA",SJU,"San Juan, PR"
AEX,"Alexandria, LA",TUS,"Tucson, AZ"
AEX,"Alexandria, LA",DLF,"Del Rio, TX"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",YUM,"Yuma, AZ"
AEX,"Alexandria, LA",MIA,"Miami, FL"
AEX,"Alexandria, LA",AEX,"Alexandria, LA"
AEX,"Alexandria, LA",IAH,"Houston, TX"
AEX,"Alexandria, LA",EWR,"Newark, NJ"
AEX,"Alexandria, LA",CSG,"Columbus, GA"
AEX,"Alexandria, LA",ELP,"El Paso, TX"
AEX,"Alexandria, LA",BRO,"Brownsville, TX"
AEX,"Alexandria, LA",SAN,"San Diego, CA"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",SJU,"San Juan, PR"
AEX,"Alexandria, LA",DLF,"Del Rio, TX"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",MFE,"Mission/McAllen/Edinburg, TX"
AFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX"
AFW,"Dallas/Fort Worth, TX",TPA,"Tampa, FL"
AFW,"Dallas/Fort Worth, TX",ABE,"Allentown/Bethlehem/Easton, PA"
AFW,"Dallas/Fort Worth, TX",SEA,"Seattle, WA"
AFW,"Dallas/Fort Worth, TX",JFK,"New York, NY"
AFW,"Dallas/Fort Worth, TX",AZA,"Phoenix, AZ"
AFW,"Dallas/Fort Worth, TX",IAD,"Washington, DC"
AFW,"Dallas/Fort Worth, TX",ILN,"Wilmington, OH"
AFW,"Dallas/Fort Worth, TX",BWI,"Baltimore, MD"
AFW,"Dallas/Fort Worth, TX",HNL,"Honolulu, HI"
AFW,"Dallas/Fort Worth, TX",IAD,"Washington, DC"
AFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX"
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",SLC,"Salt Lake City, UT"
AFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
AFW,"Dallas/Fort Worth, TX",TUL,"Tulsa, OK"
AFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ"
AFW,"Dallas/Fort Worth, TX",MCI,"Kansas City, MO"
AFW,"Dallas/Fort Worth, TX",SAT,"San Antonio, TX"
AFW,"Dallas/Fort Worth, TX",EWR,"Newark, NJ"
AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX"
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
AFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA"
AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",ANC,"Anchorage, AK"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",MAF,"Midland/Odessa, TX"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",SHV,"Shreveport, LA"
AFW,"Dallas/Fort Worth, TX",TOL,"Toledo, OH"
AFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN"
AFW,"Dallas/Fort Worth, TX",PDX,"Portland, OR"
AFW,"Dallas/Fort Worth, TX",PIT,"Pittsburgh, PA"
AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA"
AFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA"
AFW,"Dallas/Fort Worth, TX",JFK,"New York, NY"
AFW,"Dallas/Fort Worth, TX",RIC,"Richmond, VA"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",MAF,"Midland/Odessa, TX"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",MAF,"Midland/Odessa, TX"
AFW,"Dallas/Fort Worth, TX",APA,"Denver, CO"
AFW,"Dallas/Fort Worth, TX",CVG,"Cincinnati, OH"
AFW,"Dallas/Fort Worth, TX",STL,"St. Louis, MO"
AFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL"
AFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL"
AFW,"Dallas/Fort Worth, TX",ONT,"Ontario, CA"
AFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX"
AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX"
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA"
AFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA"
AFW,"Dallas/Fort Worth, TX",MCI,"Kansas City, MO"
AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX"
AFW,"Dallas/Fort Worth, TX",SDM,"San Diego, CA"
AFW,"Dallas/Fort Worth, TX",TPA,"Tampa, FL"
AFW,"Dallas/Fort Worth, TX",PDX,"Portland, OR"
AFW,"Dallas/Fort Worth, TX",AFW,"Dallas/Fort Worth, TX"
AFW,"Dallas/Fort Worth, TX",ONT,"Ontario, CA"
AFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL"
AFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL"
AFW,"Dallas/Fort Worth, TX",BNA,"Nashville, TN"
AGC,"Pittsburgh, PA",MQY,"Smyrna, TN"
AGC,"Pittsburgh, PA",SUS,"St. Louis, MO"
AGC,"Pittsburgh, PA",HPN,"White Plains, NY"
AGN,"Angoon, AK",JNU,"Juneau, AK"
AGN,"Angoon, AK",JNU,"Juneau, AK"
AGN,"Angoon, AK",TKE,"Tenakee, AK"
AGN,"Angoon, AK",JNU,"Juneau, AK"
AGN,"Angoon, AK",TKE,"Tenakee, AK"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",DFW,"Dallas/Fort Worth, TX"
AGS,"Augusta, GA",CLT,"Charlotte, NC"
AGS,"Augusta, GA",SAV,"Savannah, GA"
AGS,"Augusta, GA",GPT,"Gulfport/Biloxi, MS"
AGS,"Augusta, GA",HPN,"White Plains, NY"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",MEM,"Memphis, TN"
AGS,"Augusta, GA",CLT,"Charlotte, NC"
AGS,"Augusta, GA",DFW,"Dallas/Fort Worth, TX"
AGS,"Augusta, GA",CLT,"Charlotte, NC"
AGS,"Augusta, GA",DCA,"Washington, DC"
AGS,"Augusta, GA",YIP,"Detroit, MI"
AHN,"Athens, GA",SUS,"St. Louis, MO"
AHN,"Athens, GA",XNA,"Fayetteville, AR"
AHN,"Athens, GA",ATL,"Atlanta, GA"
AHN,"Athens, GA",XNA,"Fayetteville, AR"
AHN,"Athens, GA",JAX,"Jacksonville, FL"
AHN,"Athens, GA",LEX,"Lexington, KY"
AHN,"Athens, GA",MGM,"Montgomery, AL"
AIA,"Alliance, NE",DEN,"Denver, CO"
AIN,"Wainwright, AK",FAI,"Fairbanks, AK"
AIN,"Wainwright, AK",FAI,"Fairbanks, AK"
AIN,"Wainwright, AK",PIZ,"Point Lay, AK"
AIN,"Wainwright, AK",ATK,"Atqasuk, AK"
AIN,"Wainwright, AK",PIZ,"Point Lay, AK"
AIN,"Wainwright, AK",BRW,"Barrow, AK"
AIN,"Wainwright, AK",BRW,"Barrow, AK"
AKB,"Atka, AK",IKO,"Nikolski, AK"
AKB,"Atka, AK",DUT,"Unalaska, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",KKI,"Akiachak, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",KWT,"Kwethluk, AK"
AKI,"Akiak, AK",PKA,"Napaskiak, AK"
AKI,"Akiak, AK",TLT,"Tuluksak, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",KKI,"Akiachak, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",TLT,"Tuluksak, AK"
AKI,"Akiak, AK",KUK,"Kasigluk, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",TLT,"Tuluksak, AK"
AKI,"Akiak, AK",ANI,"Aniak, AK"
AKI,"Akiak, AK",KKI,"Akiachak, AK"
AKI,"Akiak, AK",ANI,"Aniak, AK"
AKI,"Akiak, AK",TLT,"Tuluksak, AK"
AKI,"Akiak, AK",ANI,"Aniak, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",ANI,"Aniak, AK"
AKK,"Akhiok, AK",ADQ,"Kodiak, AK"
AKK,"Akhiok, AK",KLN,"Larsen Bay, AK"
AKK,"Akhiok, AK",KYK,"Karluk, AK"
AKK,"Akhiok, AK",ADQ,"Kodiak, AK"
AKK,"Akhiok, AK",OLH,"Old Harbor, AK"
AKK,"Akhiok, AK",ADQ,"Kodiak, AK"
AKK,"Akhiok, AK",ADQ,"Kodiak, AK"
AKK,"Akhiok, AK",KOZ,"Ouzinkie, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",DUT,"Unalaska, AK"
AKN,"King Salmon, AK",SNP,"St. Paul, AK"
AKN,"King Salmon, AK",DUT,"Unalaska, AK"
AKN,"King Salmon, AK",KLL,"Levelock, AK"
AKN,"King Salmon, AK",PIP,"Pilot Point, AK"
AKN,"King Salmon, AK",PTH,"Port Heiden, AK"
AKN,"King Salmon, AK",UGS,"Ugashik, AK"
AKN,"King Salmon, AK",AKN,"King Salmon, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",CDB,"Cold Bay, AK"
AKN,"King Salmon, AK",KCG,"Chignik Bay, AK"
AKN,"King Salmon, AK",KCL,"Chignik Lagoon, AK"
AKN,"King Salmon, AK",KCQ,"Chignik, AK"
AKN,"King Salmon, AK",KLL,"Levelock, AK"
AKN,"King Salmon, AK",PIP,"Pilot Point, AK"
AKN,"King Salmon, AK",PTH,"Port Heiden, AK"
AKN,"King Salmon, AK",UGS,"Ugashik, AK"
AKN,"King Salmon, AK",AKN,"King Salmon, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",DUT,"Unalaska, AK"
AKN,"King Salmon, AK",KLL,"Levelock, AK"
AKN,"King Salmon, AK",WSN,"South Naknek, AK"
AKN,"King Salmon, AK",CDB,"Cold Bay, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ANI,"Aniak, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",HOM,"Homer, AK"
AKN,"King Salmon, AK",PTH,"Port Heiden, AK"
AKN,"King Salmon, AK",ENA,"Kenai, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ILI,"Iliamna, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",SDP,"Sandpoint, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ENA,"Kenai, AK"
AKN,"King Salmon, AK",ILI,"Iliamna, AK"
AKN,"King Salmon, AK",EGX,"Egegik, AK"
AKN,"King Salmon, AK",IGG,"Igiugig, AK"
AKN,"King Salmon, AK",KPV,"Perryville, AK"
AKN,"King Salmon, AK",WSN,"South Naknek, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",EGX,"Egegik, AK"
AKN,"King Salmon, AK",IGG,"Igiugig, AK"
AKN,"King Salmon, AK",KCG,"Chignik Bay, AK"
AKN,"King Salmon, AK",KPV,"Perryville, AK"
AKN,"King Salmon, AK",PIP,"Pilot Point, AK"
AKN,"King Salmon, AK",WSN,"South Naknek, AK"
AKN,"King Salmon, AK",KGK,"Koliganek, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",LKK,"Kulik Lake, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",CXF,"Coldfoot, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",CXF,"Coldfoot, AK"
AKP,"Anaktuvuk Pass, AK",SCC,"Deadhorse, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",BTT,"Bettles, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",BRW,"Barrow, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
ALB,"Albany, NY",ATL,"Atlanta, GA"
ALB,"Albany, NY",JFK,"New York, NY"
ALB,"Albany, NY",ATL,"Atlanta, GA"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",MEM,"Memphis, TN"
ALB,"Albany, NY",HHH,"Hilton Head, SC"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",PHL,"Philadelphia, PA"
ALB,"Albany, NY",BOS,"Boston, MA"
ALB,"Albany, NY",BTV,"Burlington, VT"
ALB,"Albany, NY",MSP,"Minneapolis, MN"
ALB,"Albany, NY",BDL,"Hartford, CT"
ALB,"Albany, NY",RIC,"Richmond, VA"
ALB,"Albany, NY",GPT,"Gulfport/Biloxi, MS"
ALB,"Albany, NY",IAD,"Washington, DC"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",IAD,"Washington, DC"
ALB,"Albany, NY",DTW,"Detroit, MI"
ALB,"Albany, NY",DTW,"Detroit, MI"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",LGA,"New York, NY"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",LGA,"New York, NY"
ALB,"Albany, NY",SYR,"Syracuse, NY"
ALB,"Albany, NY",ROA,"Roanoke, VA"
ALB,"Albany, NY",BDL,"Hartford, CT"
ALB,"Albany, NY",SDF,"Louisville, KY"
ALB,"Albany, NY",TPA,"Tampa, FL"
ALB,"Albany, NY",DEN,"Denver, CO"
ALB,"Albany, NY",BWI,"Baltimore, MD"
ALB,"Albany, NY",IND,"Indianapolis, IN"
ALB,"Albany, NY",MDW,"Chicago, IL"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",TPA,"Tampa, FL"
ALB,"Albany, NY",BWI,"Baltimore, MD"
ALB,"Albany, NY",LGA,"New York, NY"
ALB,"Albany, NY",MDW,"Chicago, IL"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",FLL,"Fort Lauderdale, FL"
ALB,"Albany, NY",JFK,"New York, NY"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",JFK,"New York, NY"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",SJU,"San Juan, PR"
ALB,"Albany, NY",DEN,"Denver, CO"
ALB,"Albany, NY",DEN,"Denver, CO"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",DEN,"Denver, CO"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",SFB,"Sanford, FL"
ALB,"Albany, NY",MYR,"Myrtle Beach, SC"
ALB,"Albany, NY",PIE,"St. Petersburg, FL"
ALB,"Albany, NY",PGD,"Punta Gorda, FL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",DTW,"Detroit, MI"
ALB,"Albany, NY",DEN,"Denver, CO"
ALB,"Albany, NY",BWI,"Baltimore, MD"
ALB,"Albany, NY",MDW,"Chicago, IL"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",PHL,"Philadelphia, PA"
ALB,"Albany, NY",DCA,"Washington, DC"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",PHL,"Philadelphia, PA"
ALB,"Albany, NY",IAD,"Washington, DC"
ALB,"Albany, NY",DCA,"Washington, DC"
ALB,"Albany, NY",RDU,"Raleigh/Durham, NC"
ALB,"Albany, NY",LAS,"Las Vegas, NV"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",DCA,"Washington, DC"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALN,"Alton, IL",ALN,"Alton, IL"
ALN,"Alton, IL",OAK,"Oakland, CA"
ALN,"Alton, IL",OPF,"Miami, FL"
ALN,"Alton, IL",ORF,"Norfolk, VA"
ALO,"Waterloo, IA",ORD,"Chicago, IL"
ALO,"Waterloo, IA",MSP,"Minneapolis, MN"
ALO,"Waterloo, IA",FAR,"Fargo, ND"
ALO,"Waterloo, IA",LEB,"Lebanon-Hanover, NH"
ALO,"Waterloo, IA",YNG,"Youngstown/Warren, OH"
ALO,"Waterloo, IA",YIP,"Detroit, MI"
ALS,"Alamosa, CO",DEN,"Denver, CO"
ALW,"Walla Walla, WA",SEA,"Seattle, WA"
ALZ,"Lazy Bay, AK",A43,"Kodiak Island, AK"
ALZ,"Lazy Bay, AK",A43,"Kodiak Island, AK"
ALZ,"Lazy Bay, AK",A43,"Kodiak Island, AK"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",IAH,"Houston, TX"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",DAL,"Dallas, TX"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",DAL,"Dallas, TX"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",DAL,"Dallas, TX"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",PDX,"Portland, OR"
AMA,"Amarillo, TX",IAH,"Houston, TX"
AMA,"Amarillo, TX",DEN,"Denver, CO"
AMA,"Amarillo, TX",CLL,"College Station/Bryan, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",GKN,"Gulkana, AK"
ANC,"Anchorage, AK",MCG,"McGrath, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",ATL,"Atlanta, GA"
ANC,"Anchorage, AK",MSP,"Minneapolis, MN"
ANC,"Anchorage, AK",SLC,"Salt Lake City, UT"
ANC,"Anchorage, AK",MSP,"Minneapolis, MN"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",ATL,"Atlanta, GA"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",ADK,"Adak Island, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",HNL,"Honolulu, HI"
ANC,"Anchorage, AK",OGG,"Kahului, HI"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",PHX,"Phoenix, AZ"
ANC,"Anchorage, AK",KOA,"Kona, HI"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",ADK,"Adak Island, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",HNL,"Honolulu, HI"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",ADK,"Adak Island, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",KTN,"Ketchikan, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",RDB,"Red Dog, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",KSM,"St. Mary's, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",MCG,"McGrath, AK"
ANC,"Anchorage, AK",PTH,"Port Heiden, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",RDB,"Red Dog, AK"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",NIB,"Nikolai, AK"
ANC,"Anchorage, AK",ATK,"Atqasuk, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",HOM,"Homer, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",UNK,"Unalakleet, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",CDB,"Cold Bay, AK"
ANC,"Anchorage, AK",KSM,"St. Mary's, AK"
ANC,"Anchorage, AK",SDP,"Sandpoint, AK"
ANC,"Anchorage, AK",VDZ,"Valdez, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",CDB,"Cold Bay, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",DFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
